accession,full_header,dist_HvCHS2,dist_CpCHS1,dist_PmSPS1,dist_PhCHS,dist_MsCHS,caffeoyl_anchor_min_dist,pcoumaroyl_anchor_min_dist,differential_score,triad_intact,residue_tier,organism,protein_name
A0AAW0QC11,tr|A0AAW0QC11|A0AAW0QC11_9PEZI,3.4005,3.7391,3.584,3.472,3.541,3.4005,3.472,-0.0715,True,B_aliphatic_gatekeeper,Apiospora kogelbergensis,Uncharacterized protein
A0ABR2I0U6,tr|A0ABR2I0U6|A0ABR2I0U6_9PEZI,3.3608,3.6993,3.5442,3.4322,3.5013,3.3608,3.4322,-0.0715,True,B_aliphatic_gatekeeper,Apiospora arundinis,Chalcone and stilbene synthase
A0ABR1RI18,tr|A0ABR1RI18|A0ABR1RI18_9PEZI,3.3743,3.7129,3.5578,3.4458,3.5149,3.3743,3.4458,-0.0715,True,B_aliphatic_gatekeeper,Apiospora marii,Stilbene synthase 2
A0ABR1TIY1,tr|A0ABR1TIY1|A0ABR1TIY1_9PEZI,3.3903,3.7288,3.5737,3.4617,3.5308,3.3903,3.4617,-0.0715,True,B_aliphatic_gatekeeper,Apiospora saccharicola,Stilbene synthase 2
A0ABR1QXI5,tr|A0ABR1QXI5|A0ABR1QXI5_9PEZI,3.3162,3.6548,3.4997,3.3877,3.4567,3.3162,3.3877,-0.0715,True,B_aliphatic_gatekeeper,Apiospora aurea,Thiolase-like protein
A0A9P9WX08,tr|A0A9P9WX08|A0A9P9WX08_9PEZI,3.3216,3.6602,3.5051,3.3931,3.4621,3.3216,3.3931,-0.0715,True,B_aliphatic_gatekeeper,Neoarthrinium moseri,Uncharacterized protein
A0A9P8UDJ0,tr|A0A9P8UDJ0|A0A9P8UDJ0_9PEZI,3.3747,3.7133,3.5582,3.4462,3.5152,3.3747,3.4462,-0.0715,True,B_aliphatic_gatekeeper,Truncatella angustata,Thiolase-like protein
A0ABR2V6Z4,tr|A0ABR2V6Z4|A0ABR2V6Z4_9PEZI,3.4008,3.7393,3.5843,3.4723,3.5413,3.4008,3.4723,-0.0715,True,B_aliphatic_gatekeeper,Seiridium unicorne,Uncharacterized protein
W3WYM6,tr|W3WYM6|W3WYM6_PESFW,3.4416,3.7801,3.625,3.513,3.5821,3.4416,3.513,-0.0715,True,B_aliphatic_gatekeeper,Pestalotiopsis fici (strain W106-1 / CGMCC3.15140),Uncharacterized protein
A0A1Y2DQG3,tr|A0A1Y2DQG3|A0A1Y2DQG3_9PEZI,3.403,3.7415,3.5864,3.4744,3.5435,3.403,3.4744,-0.0715,True,B_aliphatic_gatekeeper,Pseudomassariella vexata,Chalcone and stilbene synthase domain-containing protein
A0AAI8VD52,tr|A0AAI8VD52|A0AAI8VD52_9PEZI,3.3413,3.6799,3.5248,3.4128,3.4818,3.3413,3.4128,-0.0715,True,B_aliphatic_gatekeeper,Anthostomella pinea,Uu.00g129210.m01.CDS01
A0A1W2TFI8,tr|A0A1W2TFI8|A0A1W2TFI8_ROSNE,3.5361,3.8747,3.7196,3.6076,3.6766,3.5361,3.6076,-0.0715,True,B_aliphatic_gatekeeper,Rosellinia necatrix,Putative chalcone and stilbene synthase domain-containing protein
A0A553I235,tr|A0A553I235|A0A553I235_9PEZI,3.5914,3.93,3.7749,3.6629,3.7319,3.5914,3.6629,-0.0715,True,B_aliphatic_gatekeeper,Xylaria flabelliformis,Chalcone synthase
A0A7C8IWR1,tr|A0A7C8IWR1|A0A7C8IWR1_9PEZI,3.6226,3.9611,3.8061,3.6941,3.7631,3.6226,3.6941,-0.0715,True,B_aliphatic_gatekeeper,Xylaria multiplex,Chalcone synthase
A0A439D4A0,tr|A0A439D4A0|A0A439D4A0_9PEZI,3.6241,3.9627,3.8076,3.6956,3.7646,3.6241,3.6956,-0.0715,True,B_aliphatic_gatekeeper,Xylaria grammica,Chalcone/stilbene synthase C-terminal domain-containing protein
A0A4Z0YMS4,tr|A0A4Z0YMS4|A0A4Z0YMS4_9PEZI,3.5841,3.9226,3.7675,3.6555,3.7246,3.5841,3.6555,-0.0715,True,B_aliphatic_gatekeeper,Xylaria hypoxylon,Chalcone synthase
A0A9W8TRR6,tr|A0A9W8TRR6|A0A9W8TRR6_9PEZI,3.6391,3.9777,3.8226,3.7106,3.7796,3.6391,3.7106,-0.0715,True,B_aliphatic_gatekeeper,Xylaria arbuscula,Uncharacterized protein
A0AAN7UDA0,tr|A0AAN7UDA0|A0AAN7UDA0_9PEZI,3.6072,3.9458,3.7907,3.6787,3.7477,3.6072,3.6787,-0.0715,True,B_aliphatic_gatekeeper,Xylaria bambusicola,Uncharacterized protein
A0AAX6MX86,tr|A0AAX6MX86|A0AAX6MX86_9PEZI,3.4009,3.7395,3.5844,3.4724,3.5415,3.4009,3.4724,-0.0715,True,B_aliphatic_gatekeeper,Daldinia eschscholtzii,Chalcone synthase
A0ACB9YP28,tr|A0ACB9YP28|A0ACB9YP28_9PEZI,3.3936,3.7322,3.5771,3.4651,3.5341,3.3936,3.4651,-0.0715,True,B_aliphatic_gatekeeper,Hypoxylon rubiginosum,Thiolase-like protein
A0ACC0CTB6,tr|A0ACC0CTB6|A0ACC0CTB6_9PEZI,3.3797,3.7183,3.5632,3.4512,3.5202,3.3797,3.4512,-0.0715,True,B_aliphatic_gatekeeper,Hypoxylon rubiginosum,Thiolase-like protein
A0A4Q4TJU1,tr|A0A4Q4TJU1|A0A4Q4TJU1_9PEZI,3.3499,3.6885,3.5334,3.4214,3.4904,3.3499,3.4214,-0.0715,True,B_aliphatic_gatekeeper,Monosporascus ibericus,Chalcone synthase
A0ABY0GT09,tr|A0ABY0GT09|A0ABY0GT09_9PEZI,3.337,3.6755,3.5204,3.4084,3.4775,3.337,3.4084,-0.0715,True,B_aliphatic_gatekeeper,Monosporascus cannonballus,Chalcone/stilbene synthase N-terminal domain-containing protein
A0AAN9V823,tr|A0AAN9V823|A0AAN9V823_9PEZI,3.3095,3.6481,3.493,3.381,3.45,3.3095,3.381,-0.0715,True,B_aliphatic_gatekeeper,Diatrype stigma,Uncharacterized protein
M7TSD2,tr|M7TSD2|M7TSD2_EUTLA,3.3075,3.6461,3.491,3.379,3.4481,3.3075,3.379,-0.0715,True,B_aliphatic_gatekeeper,Eutypa lata (strain UCR-EL1),Putative chalcone synthase c protein
A0A3N2Q6W8,tr|A0A3N2Q6W8|A0A3N2Q6W8_SODAK,3.465,3.8036,3.6485,3.5365,3.6055,3.465,3.5365,-0.0715,True,B_aliphatic_gatekeeper,Sodiomyces alkalinus (strain CBS 110278 / VKM F-3762 / F11),Thiolase-like protein
A0A3M9Y6T3,tr|A0A3M9Y6T3|A0A3M9Y6T3_9PEZI,3.3766,3.7151,3.5601,3.4481,3.5171,3.3766,3.4481,-0.0715,True,B_aliphatic_gatekeeper,Verticillium nonalfalfae,T3pks protein
G2XAU7,tr|G2XAU7|G2XAU7_VERDV,3.3979,3.7364,3.5814,3.4694,3.5384,3.3979,3.4694,-0.0715,True,B_aliphatic_gatekeeper,Verticillium dahliae (strain VdLs.17 / ATCC MYA-4575 / FGSC 10137),Chalcone and stilbene synthase domain-containing protein
A0A8K0X7W6,tr|A0A8K0X7W6|A0A8K0X7W6_9PEZI,3.3219,3.6604,3.5053,3.3933,3.4624,3.3219,3.3933,-0.0715,True,B_aliphatic_gatekeeper,Plectosphaerella cucumerina,Chalcone and stilbene synthase domain-containing protein
A0A9P9A9I0,tr|A0A9P9A9I0|A0A9P9A9I0_9PEZI,3.3269,3.6654,3.5103,3.3983,3.4674,3.3269,3.3983,-0.0715,True,B_aliphatic_gatekeeper,Plectosphaerella plurivora,Chalcone and stilbene synthase domain-containing protein
A0A1Q8S3L2,tr|A0A1Q8S3L2|A0A1Q8S3L2_9PEZI,3.383,3.7216,3.5665,3.4545,3.5235,3.383,3.4545,-0.0715,True,B_aliphatic_gatekeeper,Colletotrichum chlorophyti,Putative stilbene synthase 2
A0A010QIZ4,tr|A0A010QIZ4|A0A010QIZ4_9PEZI,3.3972,3.7357,3.5807,3.4687,3.5377,3.3972,3.4687,-0.0715,True,B_aliphatic_gatekeeper,Colletotrichum fioriniae PJ7,Chalcone and stilbene synthase
A0A9Q8T8Q0,tr|A0A9Q8T8Q0|A0A9Q8T8Q0_9PEZI,3.4134,3.7519,3.5968,3.4848,3.5539,3.4134,3.4848,-0.0715,True,B_aliphatic_gatekeeper,Colletotrichum lupini,Chalcone and stilbene synthase
A0A166VFK6,tr|A0A166VFK6|A0A166VFK6_9PEZI,3.4031,3.7416,3.5866,3.4746,3.5436,3.4031,3.4746,-0.0715,True,B_aliphatic_gatekeeper,Colletotrichum tofieldiae,Chalcone and stilbene synthase domain-containing protein (Fragment)
A0AAD9M3D1,tr|A0AAD9M3D1|A0AAD9M3D1_9PEZI,3.4324,3.771,3.6159,3.5039,3.5729,3.4324,3.5039,-0.0715,True,B_aliphatic_gatekeeper,Colletotrichum zoysiae,Chalcone and stilbene synthase domain-containing protein
E3QX44,tr|E3QX44|E3QX44_COLGM,3.4317,3.7703,3.6152,3.5032,3.5723,3.4317,3.5032,-0.0715,True,B_aliphatic_gatekeeper,Colletotrichum graminicola (strain M1.001 / M2 / FGSC 10212),Chalcone and stilbene synthase domain-containing protein
A0A4U6XPR0,tr|A0A4U6XPR0|A0A4U6XPR0_9PEZI,3.4022,3.7408,3.5857,3.4737,3.5427,3.4022,3.4737,-0.0715,True,B_aliphatic_gatekeeper,Colletotrichum tanaceti,Chalcone synthase
A0A8H6K362,tr|A0A8H6K362|A0A8H6K362_9PEZI,3.4016,3.7402,3.5851,3.4731,3.5421,3.4016,3.4731,-0.0715,True,B_aliphatic_gatekeeper,Colletotrichum plurivorum,Type iii polyketide synthase
A0A8H3WB87,tr|A0A8H3WB87|A0A8H3WB87_9PEZI,3.4178,3.7564,3.6013,3.4893,3.5583,3.4178,3.4893,-0.0715,True,B_aliphatic_gatekeeper,Colletotrichum asianum,Type iii polyketide synthase
A0A9P6LK89,tr|A0A9P6LK89|A0A9P6LK89_9PEZI,3.4034,3.742,3.5869,3.4749,3.5439,3.4034,3.4749,-0.0715,True,B_aliphatic_gatekeeper,Colletotrichum karsti,Stilbene synthase 3
A0ACC3YQF5,tr|A0ACC3YQF5|A0ACC3YQF5_COLTU,3.3939,3.7325,3.5774,3.4654,3.5344,3.3939,3.4654,-0.0715,True,B_aliphatic_gatekeeper,Colletotrichum truncatum,Chalcone and stilbene synthase domain-containing protein
A0A4R8QT34,tr|A0A4R8QT34|A0A4R8QT34_COLTR,3.4395,3.778,3.623,3.511,3.58,3.4395,3.511,-0.0715,True,B_aliphatic_gatekeeper,Colletotrichum trifolii,Stilbene synthase 3
A0AAD5WY15,tr|A0AAD5WY15|A0AAD5WY15_9PEZI,3.3552,3.6938,3.5387,3.4267,3.4957,3.3552,3.4267,-0.0715,True,B_aliphatic_gatekeeper,Zalerion maritima,Chalcone and stilbene synthase
A0AAE8MU88,tr|A0AAE8MU88|A0AAE8MU88_9PEZI,3.4073,3.7459,3.5908,3.4788,3.5479,3.4073,3.4788,-0.0715,True,B_aliphatic_gatekeeper,Cephalotrichum gorgonifer,Related to stilbene synthase 2
A0A084FUT4,tr|A0A084FUT4|A0A084FUT4_PSEDA,3.3509,3.6894,3.5344,3.4224,3.4914,3.3509,3.4224,-0.0715,True,B_aliphatic_gatekeeper,Pseudallescheria apiosperma,Chalcone synthase
A0A2N3MY08,tr|A0A2N3MY08|A0A2N3MY08_9PEZI,3.358,3.6966,3.5415,3.4295,3.4986,3.358,3.4295,-0.0715,True,B_aliphatic_gatekeeper,Lomentospora prolificans,Uncharacterized protein (Fragment)
A0A507AXH1,tr|A0A507AXH1|A0A507AXH1_9PEZI,3.3414,3.6799,3.5249,3.4129,3.4819,3.3414,3.4129,-0.0715,True,B_aliphatic_gatekeeper,Thyridium curvatum,Uncharacterized protein
A0ABY6TSL1,tr|A0ABY6TSL1|A0ABY6TSL1_BIOOC,3.5576,3.8962,3.7411,3.6291,3.6982,3.5576,3.6291,-0.0715,True,B_aliphatic_gatekeeper,Bionectria ochroleuca,Uncharacterized protein
A0A9N9YWV8,tr|A0A9N9YWV8|A0A9N9YWV8_9HYPO,3.5644,3.9029,3.7478,3.6358,3.7049,3.5644,3.6358,-0.0715,True,B_aliphatic_gatekeeper,Clonostachys solani,Uncharacterized protein
A0A9N9UQ30,tr|A0A9N9UQ30|A0A9N9UQ30_9HYPO,3.5925,3.9311,3.776,3.664,3.7331,3.5925,3.664,-0.0715,True,B_aliphatic_gatekeeper,Clonostachys byssicola,Uncharacterized protein
A0A9N9YTI3,tr|A0A9N9YTI3|A0A9N9YTI3_9HYPO,3.6074,3.946,3.7909,3.6789,3.7479,3.6074,3.6789,-0.0715,True,B_aliphatic_gatekeeper,Clonostachys rhizophaga,Uncharacterized protein
A0ACA9UCT8,tr|A0ACA9UCT8|A0ACA9UCT8_BIOOC,3.6118,3.9504,3.7953,3.6833,3.7523,3.6118,3.6833,-0.0715,True,B_aliphatic_gatekeeper,Clonostachys rosea f. rosea IK726,Uncharacterized protein
A0A9P7KUI2,tr|A0A9P7KUI2|A0A9P7KUI2_9HYPO,3.6363,3.9748,3.8198,3.7078,3.7768,3.6363,3.7078,-0.0715,True,B_aliphatic_gatekeeper,Fusarium avenaceum,Uncharacterized protein
A0A9W8RJV8,tr|A0A9W8RJV8|A0A9W8RJV8_9HYPO,3.7152,4.0538,3.8987,3.7867,3.8557,3.7152,3.7867,-0.0715,True,B_aliphatic_gatekeeper,Fusarium torreyae,Uncharacterized protein
