	AP008937.1	AP017973.1	AP017974.1	AP024320.1	CP002033.1	CP005958.1	CP011536.1	CP016803.1	CP017151.1	CP019030.1	CP021104.1	CP021790.1	CP021964.1	CP031195.1	CP033371.1	CP034099.1	CP034193.1	CP035054.1	CP035055.1	CP044354.1	CP045034.1	CP047584.1	CP047585.1	CP050919.1	CP053312.1	CP053314.1	CP065522.1	CP067088.1	CP070858.1	CP070935.1	CP070948.1	CP070999.1	CP071000.1	CP071001.1	CP076082.1	CP076446.1	CP082359.1	CP089305.1	CP094655.1	CP095385.1	CP100352.1	CP101688.1	CP102532.1	CP102714.1	CP103293.1	CP103400.1	CP110798.1	CP116617.1	CP116618.1	CP116755.1	CP117933.1	CP118092.1	CP119406.1	CP119425.1	CP120668.1	CP121468.1	CP124737.1	CP127401.1	CP128169.1	CP131058.1	CP132481.1	CP132541.1	CP136242.1	CP139052.1	CP139637.1	CP141807.1	CP145309.1	CP157198.1	CP157592.1	CP157980.1	CP158463.1	CP160833.1	CP165726.1	CP170189.1	CP171795.1	CP172330.1	CP176633.1	CP184765.1	CP188318.1	CP193773.1	CP197007.1	CP199922.1	NZ_AP024320.1	NZ_CP011536.1	NZ_CP016803.1	NZ_CP017151.1	NZ_CP019030.1	NZ_CP021104.1	NZ_CP021790.1	NZ_CP021964.1	NZ_CP031195.1	NZ_CP034099.1	NZ_CP034193.1	NZ_CP035054.1	NZ_CP035055.1	NZ_CP044354.1	NZ_CP045034.1	NZ_CP047584.1	NZ_CP047585.1	NZ_CP050919.1	NZ_CP053312.1	NZ_CP053314.1	NZ_CP065522.1	NZ_CP067088.1	NZ_CP070858.1	NZ_CP070935.1	NZ_CP070948.1	NZ_CP070999.1	NZ_CP071000.1	NZ_CP071001.1	NZ_CP076082.1	NZ_CP076446.1	NZ_CP082359.1	NZ_CP089305.1	NZ_CP094655.1	NZ_CP095385.1	NZ_CP100352.1	NZ_CP101688.1	NZ_CP102532.1	NZ_CP102714.1	NZ_CP103293.1	NZ_CP103400.1	NZ_CP110798.1	NZ_CP116617.1	NZ_CP116618.1	NZ_CP116755.1	NZ_CP117933.1	NZ_CP118092.1	NZ_CP119406.1	NZ_CP119425.1	NZ_CP120668.1	NZ_CP121468.1	NZ_CP124737.1	NZ_CP127401.1	NZ_CP128169.1	NZ_CP131058.1	NZ_CP132481.1	NZ_CP132541.1	NZ_CP136242.1	NZ_CP139052.1	NZ_CP139637.1	NZ_CP141807.1	NZ_CP145309.1	NZ_CP157198.1	NZ_CP157592.1	NZ_CP157980.1	NZ_CP158463.1	NZ_CP160833.1	NZ_CP165726.1	NZ_CP171795.1	NZ_CP176633.1	NZ_CP184765.1	NZ_CP188318.1	NZ_CP193773.1	NZ_CP199922.1
CP120668.1	98.716202	97.873093	84.698166	98.477615	98.582352	98.571289	98.58905	98.564804	98.587524	98.562408	98.544769	98.424438	98.579514	98.652298	98.215935	98.29483	97.968948	98.651253	97.420395	98.578293	98.524628	98.435852	97.167267	98.635574	97.926849	97.427521	98.542801	98.587387	98.536514	97.932526	98.657318	98.584946	98.519363	98.589249	98.387375	98.522331	98.61351	98.594284	98.553619	98.68486	98.382744	98.600571	98.548225	97.450073	98.580307	97.394562	98.535225	97.807541	98.357368	98.459381	98.643173	98.551666	97.351532	97.35141	100.0	97.405235	98.628174	97.34845	97.818459	98.680061	98.651871	98.597137	98.51622	97.98085	98.460907	97.995857	98.56752	98.681358	98.043945	97.467636	98.470482	98.639572	97.346283	98.389938	98.474953	97.382591	98.556946	98.311295	98.582352	97.560333	97.444344	97.42662	98.477615	98.58905	98.564804	98.587524	98.562408	98.544769	98.424438	98.579514	98.652298	98.29483	97.968948	98.651253	97.420395	98.578293	98.524628	98.435852	97.167267	98.635574	97.926849	97.427521	98.542801	98.587387	98.536514	97.932526	98.657318	98.584946	98.519363	98.589249	98.387375	98.522331	98.61351	98.594284	98.553619	98.68486	98.382744	98.600571	98.548225	97.450073	98.580307	97.394562	98.535225	97.807541	98.357368	98.459381	98.643173	98.551666	97.351532	97.35141	100.0	97.405235	98.628174	97.34845	97.818459	98.680061	98.651871	98.597137	98.51622	97.98085	98.460907	97.995857	98.56752	98.681358	98.043945	97.467636	98.470482	98.639572	97.346283	98.474953	98.556946	98.311295	98.582352	97.560333	97.42662
CP121468.1	97.532127	97.157959	82.838638	97.436516	97.488579	97.621803	97.476166	97.68161	97.58181	97.424973	97.595093	97.439346	97.48996	97.500145	97.38562	97.574112	97.223282	97.540771	99.007324	97.480019	97.524933	97.535995	97.307335	97.540665	97.255753	99.986862	97.519226	97.576653	97.532425	97.279449	97.602814	97.466141	97.506859	97.506897	97.400314	97.573158	97.39743	97.390091	97.495895	97.480515	97.556793	97.583824	97.541565	99.111557	97.546265	98.943718	97.472275	97.251587	97.444595	97.453171	97.63237	97.548599	98.90596	98.905869	97.405235	100.0	97.672592	98.905212	97.081131	97.623367	97.658569	97.57296	97.520088	97.180359	97.484863	97.20752	97.504105	97.4496	97.183197	99.98085	97.514893	97.55825	98.970863	97.612518	97.552567	98.968002	97.563828	97.377441	97.590088	98.336365	98.905869	98.936569	97.436516	97.476166	97.68161	97.58181	97.424973	97.595093	97.439346	97.48996	97.500145	97.574112	97.223282	97.540771	99.007324	97.480019	97.524933	97.535995	97.307335	97.540665	97.255753	99.986862	97.519226	97.576653	97.532425	97.279449	97.602814	97.466141	97.506859	97.506897	97.400314	97.573158	97.39743	97.390091	97.495895	97.480515	97.556793	97.583824	97.541565	99.111557	97.546265	98.943718	97.472275	97.251587	97.444595	97.453171	97.63237	97.548599	98.90596	98.905869	97.405235	100.0	97.672592	98.905212	97.081131	97.623367	97.658569	97.57296	97.520088	97.180359	97.484863	97.20752	97.504105	97.4496	97.183197	99.98085	97.514893	97.55825	98.970863	97.552567	97.563828	97.377441	97.590088	98.336365	98.936569
CP124737.1	98.744766	98.044281	87.787514	98.765244	98.636841	98.641708	98.605919	98.73983	98.799004	99.094391	98.685059	98.643265	98.833176	98.836899	98.434624	98.648682	98.106171	98.923691	97.597549	98.607819	98.64502	98.789246	97.296494	98.756851	97.998901	97.609047	98.657181	98.78476	98.645874	98.074753	99.260117	98.679947	98.660263	98.648438	98.461472	98.764313	98.632721	98.682388	98.808609	98.85791	98.680313	98.814728	98.614853	97.580475	98.678955	97.578117	99.090546	97.9767	98.463989	98.577118	98.894791	98.560684	97.524811	97.524689	98.628174	97.672592	100.0	97.51178	97.944244	99.404678	98.819275	98.681305	98.599159	98.127068	98.738121	98.073318	98.724564	98.874779	98.125748	97.62278	98.72995	99.07077	97.606506	98.654938	98.811981	97.621689	98.78804	98.488586	98.710701	97.602966	97.645889	97.653793	98.765244	98.605919	98.73983	98.799004	99.094391	98.685059	98.643265	98.833176	98.836899	98.648682	98.106171	98.923691	97.597549	98.607819	98.64502	98.789246	97.296494	98.756851	97.998901	97.609047	98.657181	98.78476	98.645874	98.074753	99.260117	98.679947	98.660263	98.648438	98.461472	98.764313	98.632721	98.682388	98.808609	98.85791	98.680313	98.814728	98.614853	97.580475	98.678955	97.578117	99.090546	97.9767	98.463989	98.577118	98.894791	98.560684	97.524811	97.524689	98.628174	97.672592	100.0	97.51178	97.944244	99.404678	98.819275	98.681305	98.599159	98.127068	98.738121	98.073318	98.724564	98.874779	98.125748	97.62278	98.72995	99.07077	97.606506	98.811981	98.78804	98.488586	98.710701	97.602966	97.653793
CP127401.1	97.419144	97.101959	82.454857	97.52626	97.390457	97.474609	97.574432	97.556503	97.577911	97.503845	97.554947	97.450912	97.499146	97.501457	97.029518	97.467865	97.33046	97.394226	99.034042	97.474716	97.519241	97.398834	97.248169	97.427292	97.186157	98.739105	97.30114	97.560593	97.46376	97.232208	97.475365	97.447617	97.498138	97.389565	97.324387	97.451683	97.392708	97.424782	97.552826	97.673996	97.425026	97.556808	97.481003	98.988968	97.472977	99.994583	97.408722	97.169342	97.293015	97.265594	97.574188	97.583389	99.99913	99.999054	97.34845	98.905212	97.51178	100.0	97.028793	97.570145	97.590149	97.315613	97.448914	97.281387	97.450119	97.337448	97.461807	97.494873	97.323517	98.768723	97.583549	97.394043	99.987144	97.44323	97.476189	99.978729	97.50679	97.36544	97.305969	98.470131	99.992226	99.997925	97.52626	97.574432	97.556503	97.577911	97.503845	97.554947	97.450912	97.499146	97.501457	97.467865	97.33046	97.394226	99.034042	97.474716	97.519241	97.398834	97.248169	97.427292	97.186157	98.739105	97.30114	97.560593	97.46376	97.232208	97.475365	97.447617	97.498138	97.389565	97.324387	97.451683	97.392708	97.424782	97.552826	97.673996	97.425026	97.556808	97.481003	98.988968	97.472977	99.994583	97.408722	97.169342	97.293015	97.265594	97.574188	97.583389	99.99913	99.999054	97.34845	98.905212	97.51178	100.0	97.028793	97.570145	97.590149	97.315613	97.448914	97.281387	97.450119	97.337448	97.461807	97.494873	97.323517	98.768723	97.583549	97.394043	99.987144	97.476189	97.50679	97.36544	97.305969	98.470131	99.997925
CP128169.1	97.795349	98.808655	87.913734	97.902122	97.667641	97.852753	97.794189	97.841553	97.901794	97.688362	97.832809	97.833908	97.938644	97.870422	97.271713	97.679047	98.8405	97.622643	96.947983	97.782227	97.817993	97.816277	96.839111	97.909592	98.498833	97.01104	97.848427	97.886093	97.845459	98.790878	97.826813	97.869217	97.795746	97.89045	97.929214	97.786606	97.824623	97.852905	97.913742	97.965317	97.638107	97.834183	97.825539	96.938324	97.88298	97.070175	97.740273	98.178558	98.301109	97.802338	98.108017	97.818451	97.037949	97.037735	97.818459	97.081131	97.944244	97.028793	100.0	97.785522	98.082031	97.769829	97.853752	98.752823	97.836304	98.737495	97.847595	97.859879	98.750946	97.067963	97.731995	97.795448	97.141968	97.669189	97.904945	97.004097	97.968895	97.933716	97.774788	97.186707	96.98378	97.050095	97.902122	97.794189	97.841553	97.901794	97.688362	97.832809	97.833908	97.938644	97.870422	97.679047	98.8405	97.622643	96.947983	97.782227	97.817993	97.816277	96.839111	97.909592	98.498833	97.01104	97.848427	97.886093	97.845459	98.790878	97.826813	97.869217	97.795746	97.89045	97.929214	97.786606	97.824623	97.852905	97.913742	97.965317	97.638107	97.834183	97.825539	96.938324	97.88298	97.070175	97.740273	98.178558	98.301109	97.802338	98.108017	97.818451	97.037949	97.037735	97.818459	97.081131	97.944244	97.028793	100.0	97.785522	98.082031	97.769829	97.853752	98.752823	97.836304	98.737495	97.847595	97.859879	98.750946	97.067963	97.731995	97.795448	97.141968	97.904945	97.968895	97.933716	97.774788	97.186707	97.050095
CP131058.1	98.759903	97.778282	87.630859	98.72731	98.662384	98.662323	98.605484	98.789551	98.768585	99.193405	98.631744	98.750053	98.896027	98.866524	98.397842	98.455231	97.998726	98.888985	97.447914	98.643341	98.577225	98.652885	97.324951	98.738747	97.936012	97.525864	98.695206	98.675224	98.62114	98.03244	99.219795	98.65802	98.684326	98.653656	98.385422	98.741837	98.632256	98.62751	98.825676	98.889244	98.598137	98.870735	98.664612	97.515633	98.632668	97.527832	99.050117	97.793976	98.348801	98.504639	98.889145	98.536041	97.573273	97.573181	98.680061	97.623367	99.404678	97.570145	97.785522	100.0	98.800354	98.605957	98.491577	98.049789	98.616241	98.014038	98.604996	98.858017	98.011017	97.533142	98.722351	98.991455	97.501938	98.550659	98.773468	97.506226	98.705116	98.557602	98.614304	97.495255	97.54995	97.632339	98.72731	98.605484	98.789551	98.768585	99.193405	98.631744	98.750053	98.896027	98.866524	98.455231	97.998726	98.888985	97.447914	98.643341	98.577225	98.652885	97.324951	98.738747	97.936012	97.525864	98.695206	98.675224	98.62114	98.03244	99.219795	98.65802	98.684326	98.653656	98.385422	98.741837	98.632256	98.62751	98.825676	98.889244	98.598137	98.870735	98.664612	97.515633	98.632668	97.527832	99.050117	97.793976	98.348801	98.504639	98.889145	98.536041	97.573273	97.573181	98.680061	97.623367	99.404678	97.570145	97.785522	100.0	98.800354	98.605957	98.491577	98.049789	98.616241	98.014038	98.604996	98.858017	98.011017	97.533142	98.722351	98.991455	97.501938	98.773468	98.705116	98.557602	98.614304	97.495255	97.632339
CP132481.1	98.726204	98.040955	82.122375	98.750587	98.810104	98.674088	98.9058	98.794327	98.669601	98.573151	98.934395	98.718277	98.783974	98.822403	98.424706	98.678452	98.181396	98.835144	97.606018	98.833473	98.922165	98.649521	97.282074	99.087296	98.213791	97.652328	98.975349	99.046982	98.889694	98.151932	98.774689	98.948471	98.894485	98.903198	98.533112	98.80867	98.896561	98.772285	98.750549	98.832535	98.588013	98.777664	98.901321	97.669113	98.856705	97.631744	98.663124	98.03344	98.682648	98.949402	99.975914	98.914917	97.590515	97.590393	98.651871	97.658569	98.819275	97.590149	98.082031	98.800354	100.0	99.142059	98.784859	98.14447	98.660965	98.151199	98.735641	98.79567	98.16291	97.649895	98.585236	98.776428	97.679001	98.702484	98.704254	97.656647	99.167847	98.714653	99.135574	97.611763	97.640511	97.646614	98.750587	98.9058	98.794327	98.669601	98.573151	98.934395	98.718277	98.783974	98.822403	98.678452	98.181396	98.835144	97.606018	98.833473	98.922165	98.649521	97.282074	99.087296	98.213791	97.652328	98.975349	99.046982	98.889694	98.151932	98.774689	98.948471	98.894485	98.903198	98.533112	98.80867	98.896561	98.772285	98.750549	98.832535	98.588013	98.777664	98.901321	97.669113	98.856705	97.631744	98.663124	98.03344	98.682648	98.949402	99.975914	98.914917	97.590515	97.590393	98.651871	97.658569	98.819275	97.590149	98.082031	98.800354	100.0	99.142059	98.784859	98.14447	98.660965	98.151199	98.735641	98.79567	98.16291	97.649895	98.585236	98.776428	97.679001	98.704254	99.167847	98.714653	99.135574	97.611763	97.646614
CP132541.1	98.617836	97.910797	82.015854	98.6353	98.648834	98.552444	98.673157	98.568024	98.728821	98.316803	98.804367	98.68074	98.687149	98.721588	98.306938	98.583374	98.080139	98.515137	97.463593	98.723389	98.705582	98.517029	97.205826	99.006592	97.995651	97.396774	98.671013	98.990692	98.785378	98.136086	98.586838	98.744507	98.766953	98.797607	98.329758	98.660568	98.670059	98.727966	98.751999	98.798248	98.45224	98.635223	98.823654	97.437973	98.722435	97.409103	98.48175	97.873947	98.523468	98.595398	99.163582	98.731369	97.317459	97.317352	98.597137	97.57296	98.681305	97.315613	97.769829	98.605957	99.142059	100.0	98.606064	97.873367	98.440346	97.860085	98.714821	98.692871	98.043312	97.436508	98.546295	98.600677	97.4869	98.586853	98.64006	97.428406	99.163231	98.541931	99.999802	97.435448	97.440414	97.451012	98.6353	98.673157	98.568024	98.728821	98.316803	98.804367	98.68074	98.687149	98.721588	98.583374	98.080139	98.515137	97.463593	98.723389	98.705582	98.517029	97.205826	99.006592	97.995651	97.396774	98.671013	98.990692	98.785378	98.136086	98.586838	98.744507	98.766953	98.797607	98.329758	98.660568	98.670059	98.727966	98.751999	98.798248	98.45224	98.635223	98.823654	97.437973	98.722435	97.409103	98.48175	97.873947	98.523468	98.595398	99.163582	98.731369	97.317459	97.317352	98.597137	97.57296	98.681305	97.315613	97.769829	98.605957	99.142059	100.0	98.606064	97.873367	98.440346	97.860085	98.714821	98.692871	98.043312	97.436508	98.546295	98.600677	97.4869	98.64006	99.163231	98.541931	99.999802	97.435448	97.451012
CP136242.1	98.522209	97.917648	83.978302	98.637695	98.38205	98.727303	98.44754	98.489792	98.786133	98.514275	98.454262	98.399956	98.556061	98.62291	98.032486	98.277069	97.962341	98.561295	97.327652	98.444489	98.437546	98.395248	97.128754	98.619888	97.957771	97.416328	98.595856	98.613251	98.428284	98.068413	98.600677	98.467476	98.405304	98.45504	98.393616	98.866699	98.51825	98.74025	98.77755	98.684021	98.313629	98.580849	98.421936	97.46212	98.51149	97.450272	98.476715	97.881615	98.431351	98.433151	98.840897	98.439491	97.447739	97.447601	98.51622	97.520088	98.599159	97.448914	97.853752	98.491577	98.784859	98.606064	100.0	98.052597	98.340714	98.059746	98.779709	98.677063	98.0541	97.428925	98.64344	98.568024	97.479492	98.281464	98.423599	97.4263	98.666077	98.757278	98.635864	97.44841	97.47435	97.486069	98.637695	98.44754	98.489792	98.786133	98.514275	98.454262	98.399956	98.556061	98.62291	98.277069	97.962341	98.561295	97.327652	98.444489	98.437546	98.395248	97.128754	98.619888	97.957771	97.416328	98.595856	98.613251	98.428284	98.068413	98.600677	98.467476	98.405304	98.45504	98.393616	98.866699	98.51825	98.74025	98.77755	98.684021	98.313629	98.580849	98.421936	97.46212	98.51149	97.450272	98.476715	97.881615	98.431351	98.433151	98.840897	98.439491	97.447739	97.447601	98.51622	97.520088	98.599159	97.448914	97.853752	98.491577	98.784859	98.606064	100.0	98.052597	98.340714	98.059746	98.779709	98.677063	98.0541	97.428925	98.64344	98.568024	97.479492	98.423599	98.666077	98.757278	98.635864	97.44841	97.486069
CP139052.1	98.055206	98.768402	82.711395	98.044365	98.007721	97.983932	97.978668	98.146095	98.052979	97.930817	97.896111	97.949188	98.0989	98.051361	97.640732	97.974396	99.355606	98.11322	97.248032	97.981094	97.877548	98.03894	97.046951	98.100113	99.427673	97.179924	98.053955	98.11071	97.883118	99.394531	98.084267	97.841774	97.90921	97.821182	98.154633	98.055504	97.915314	98.069473	98.021088	98.124512	97.922424	98.075623	97.944092	97.224472	97.794449	97.314606	98.059814	98.230286	98.418442	98.065994	98.267776	98.004944	97.282364	97.282425	97.98085	97.180359	98.127068	97.281387	98.752823	98.049789	98.14447	97.873367	98.052597	100.0	98.059143	99.982239	98.100464	98.07869	99.786758	97.189453	97.955185	98.070404	97.344299	97.945389	98.067673	97.279861	98.21431	98.007339	97.841454	97.348251	97.282135	97.31366	98.044365	97.978668	98.146095	98.052979	97.930817	97.896111	97.949188	98.0989	98.051361	97.974396	99.355606	98.11322	97.248032	97.981094	97.877548	98.03894	97.046951	98.100113	99.427673	97.179924	98.053955	98.11071	97.883118	99.394531	98.084267	97.841774	97.90921	97.821182	98.154633	98.055504	97.915314	98.069473	98.021088	98.124512	97.922424	98.075623	97.944092	97.224472	97.794449	97.314606	98.059814	98.230286	98.418442	98.065994	98.267776	98.004944	97.282364	97.282425	97.98085	97.180359	98.127068	97.281387	98.752823	98.049789	98.14447	97.873367	98.052597	100.0	98.059143	99.982239	98.100464	98.07869	99.786758	97.189453	97.955185	98.070404	97.344299	98.067673	98.21431	98.007339	97.841454	97.348251	97.31366
CP139637.1	98.465912	97.831802	82.31636	98.478638	98.456947	98.43084	98.395973	98.551773	98.553596	98.626556	98.382645	98.391983	98.6185	98.535431	98.375031	98.537483	97.914688	98.685188	97.303802	98.453232	98.461723	98.675537	97.223297	98.525635	97.909943	97.473213	98.492279	98.568008	98.347488	98.01339	98.660782	98.456665	98.414917	98.46257	98.269104	98.522141	98.492409	98.493271	98.482498	98.571548	98.395859	98.519562	98.38974	97.453682	98.508369	97.509781	98.681404	97.809105	98.344879	98.392349	98.721375	98.516312	97.446671	97.446526	98.460907	97.484863	98.738121	97.450119	97.836304	98.616241	98.660965	98.440346	98.340714	98.059143	100.0	98.027328	98.442062	98.570831	97.996521	97.418549	98.40519	98.599686	97.42466	98.549263	98.627045	97.436615	98.550034	98.2612	98.427025	97.332748	97.488007	97.517624	98.478638	98.395973	98.551773	98.553596	98.626556	98.382645	98.391983	98.6185	98.535431	98.537483	97.914688	98.685188	97.303802	98.453232	98.461723	98.675537	97.223297	98.525635	97.909943	97.473213	98.492279	98.568008	98.347488	98.01339	98.660782	98.456665	98.414917	98.46257	98.269104	98.522141	98.492409	98.493271	98.482498	98.571548	98.395859	98.519562	98.38974	97.453682	98.508369	97.509781	98.681404	97.809105	98.344879	98.392349	98.721375	98.516312	97.446671	97.446526	98.460907	97.484863	98.738121	97.450119	97.836304	98.616241	98.660965	98.440346	98.340714	98.059143	100.0	98.027328	98.442062	98.570831	97.996521	97.418549	98.40519	98.599686	97.42466	98.627045	98.550034	98.2612	98.427025	97.332748	97.517624
CP141807.1	98.03801	98.742966	82.71991	98.037506	98.027267	97.954788	97.923706	98.093628	98.02829	97.926323	97.906708	97.984993	98.023132	98.03553	97.617111	97.95079	99.311066	98.112793	97.255692	98.017548	97.825119	98.060059	97.034576	98.060783	99.407211	97.197731	98.027649	98.123596	97.880745	99.382919	98.030624	97.927826	97.891937	97.903648	98.074646	98.115387	97.908928	98.052078	98.038651	98.150925	97.908958	98.041611	97.910225	97.29232	97.81501	97.343292	98.082123	98.193039	98.393753	98.065842	98.190979	98.004791	97.339447	97.339294	97.995857	97.20752	98.073318	97.337448	98.737495	98.014038	98.151199	97.860085	98.059746	99.982239	98.027328	100.0	98.122566	98.061562	99.749184	97.220695	97.931046	98.029221	97.390228	97.971779	98.008308	97.29438	98.155998	97.969009	97.868011	97.336975	97.342148	97.301025	98.037506	97.923706	98.093628	98.02829	97.926323	97.906708	97.984993	98.023132	98.03553	97.95079	99.311066	98.112793	97.255692	98.017548	97.825119	98.060059	97.034576	98.060783	99.407211	97.197731	98.027649	98.123596	97.880745	99.382919	98.030624	97.927826	97.891937	97.903648	98.074646	98.115387	97.908928	98.052078	98.038651	98.150925	97.908958	98.041611	97.910225	97.29232	97.81501	97.343292	98.082123	98.193039	98.393753	98.065842	98.190979	98.004791	97.339447	97.339294	97.995857	97.20752	98.073318	97.337448	98.737495	98.014038	98.151199	97.860085	98.059746	99.982239	98.027328	100.0	98.122566	98.061562	99.749184	97.220695	97.931046	98.029221	97.390228	98.008308	98.155998	97.969009	97.868011	97.336975	97.301025
CP145309.1	98.669098	97.92334	83.528183	98.846573	98.538345	98.877014	98.457962	98.479446	98.882019	98.573395	98.613495	98.561989	98.6297	98.706436	98.079933	98.321411	98.081871	98.61348	97.34919	98.44339	98.546593	98.542488	97.168411	98.680771	98.000046	97.513123	98.610947	98.66806	98.56443	97.992599	98.649338	98.519203	98.546326	98.527885	98.419052	99.009811	98.576736	99.206215	99.271393	98.762627	98.387154	98.688049	98.58873	97.391167	98.56189	97.507652	98.521454	97.841034	98.404175	98.523499	98.810028	98.543304	97.463287	97.463165	98.56752	97.504105	98.724564	97.461807	97.847595	98.604996	98.735641	98.714821	98.779709	98.100464	98.442062	98.122566	100.0	98.711357	98.048569	97.493134	98.685158	98.482422	97.493073	98.355171	98.575188	97.426476	98.700974	98.496162	98.702461	97.627022	97.467621	97.475365	98.846573	98.457962	98.479446	98.882019	98.573395	98.613495	98.561989	98.6297	98.706436	98.321411	98.081871	98.61348	97.34919	98.44339	98.546593	98.542488	97.168411	98.680771	98.000046	97.513123	98.610947	98.66806	98.56443	97.992599	98.649338	98.519203	98.546326	98.527885	98.419052	99.009811	98.576736	99.206215	99.271393	98.762627	98.387154	98.688049	98.58873	97.391167	98.56189	97.507652	98.521454	97.841034	98.404175	98.523499	98.810028	98.543304	97.463287	97.463165	98.56752	97.504105	98.724564	97.461807	97.847595	98.604996	98.735641	98.714821	98.779709	98.100464	98.442062	98.122566	100.0	98.711357	98.048569	97.493134	98.685158	98.482422	97.493073	98.575188	98.700974	98.496162	98.702461	97.627022	97.475365
CP157198.1	98.858521	97.94162	81.582275	98.759186	98.650749	98.834702	98.681625	98.674355	98.778244	98.722588	98.565384	98.625313	98.773705	98.917786	98.176041	98.425873	98.029282	98.805313	97.410263	98.655357	98.551811	98.603561	97.180603	98.7621	97.991714	97.372185	98.71347	98.813919	98.538437	98.119293	98.836136	98.492599	98.568512	98.549248	98.32872	98.828339	98.631012	98.756706	98.946732	99.282471	98.537354	98.902725	98.532204	97.52536	98.566399	97.472336	98.738541	97.890938	98.370789	98.542343	98.809669	98.586105	97.49646	97.496323	98.681358	97.4496	98.874779	97.494873	97.859879	98.858017	98.79567	98.692871	98.677063	98.07869	98.570831	98.061562	98.711357	100.0	98.022049	97.463181	98.672943	98.801437	97.53772	98.36351	98.672562	97.548203	98.703514	98.700592	98.696396	97.553253	97.535599	97.571785	98.759186	98.681625	98.674355	98.778244	98.722588	98.565384	98.625313	98.773705	98.917786	98.425873	98.029282	98.805313	97.410263	98.655357	98.551811	98.603561	97.180603	98.7621	97.991714	97.372185	98.71347	98.813919	98.538437	98.119293	98.836136	98.492599	98.568512	98.549248	98.32872	98.828339	98.631012	98.756706	98.946732	99.282471	98.537354	98.902725	98.532204	97.52536	98.566399	97.472336	98.738541	97.890938	98.370789	98.542343	98.809669	98.586105	97.49646	97.496323	98.681358	97.4496	98.874779	97.494873	97.859879	98.858017	98.79567	98.692871	98.677063	98.07869	98.570831	98.061562	98.711357	100.0	98.022049	97.463181	98.672943	98.801437	97.53772	98.672562	98.703514	98.700592	98.696396	97.553253	97.571785
